state,district,lat,lng,baseline_risk
Maharashtra,Ratnagiri,17.2826079,73.4569787,0.041983795727964644
Maharashtra,Sangli,17.1726928,74.5867654,0.12104100171863491
Maharashtra,Satara,17.6361289,74.2982781,0.18512153204026516
Maharashtra,Sindhudurg,16.1357193,73.6522086,0.022342253866928553
Maharashtra,Wardha,20.8256231,78.6131455,0.10876503805548736
Maharashtra,Washim,20.2874178,77.2369655,0.10434569113675424
Maharashtra,Yavatmal,20.0638677,78.3565663,0.27375398968819054
Manipur,Bishnupur,24.6267287,93.7600454,0.010066290203780998
Manipur,C. I. D.,24.7208818,93.9229386,0.0
Manipur,Chandel,24.3312009,94.0011081,0.0004910385465259023
Manipur,Churachandpur,24.3468839,93.6994143,0.0004910385465259023
Manipur,Imphal East,24.8326698,94.0168859,0.014485637122514118
Manipur,Imphal West,24.7590802,93.8617365,0.025288485146083967
Manipur,Senapati,25.3933697,94.1501773,0.0004910385465259023
Manipur,Tamenglong,24.9858596,93.5039967,0.0
Manipur,Thoubal,24.6386954,93.996871,0.013749079302725264
Manipur,Ukhrul,25.0978641,94.3610713,0.00024551927326295114
Meghalaya,Garo Hills East,25.5,90.5,0.001964154186103609
Meghalaya,Garo Hills North,25.8619841,90.7017705,0.005155904738521974
Meghalaya,Garo Hills South,25.518425,90.1842421,0.001718634912840658
Meghalaya,Garo Hills South West,25.518425,90.1842421,0.004910385465259023
Meghalaya,Garo Hills West,25.5201097,90.2187809,0.014240117849251166
Meghalaya,Jaintia Hills East,25.584894,91.8751504,0.003682789098944267
Meghalaya,Jaintia Hills West,25.2849089,92.1064094,0.004173827645470169
Meghalaya,Khasi Hills East,25.5649963,91.8841484,0.02577952369260987
Meghalaya,Khasi Hills West,25.5399654,91.4721652,0.0027007120058924624
Meghalaya,Ri-Bhoi,25.8764026,91.8567574,0.016204272035354777
Mizoram,Aizawl,23.7277631,92.7179947,0.013749079302725264
Mizoram,Champhai,23.6317319,93.3493185,0.0024551927326295114
Mizoram,Kolasib,24.1905469,92.7136595,0.004664866191996072
Mizoram,Lawngtlai,22.3913377,92.7397189,0.003682789098944267
Mizoram,Lunglei,22.9519972,92.6336207,0.006383501104836729
Mizoram,Mamit,23.7564387,92.4515374,0.0029462312791554137
Mizoram,Saiha,22.2876724,93.01336,0.001964154186103609
Mizoram,Serchhip,23.3052514,92.8455124,0.0029462312791554137
Nagaland,Dimapur,25.9041378,93.7177609,0.014240117849251166
Nagaland,Kiphire,25.8117088,94.8474036,0.0
Nagaland,Kohima,25.6618755,94.1019156,0.004664866191996072
Nagaland,Longleng,26.5839315,94.8045481,0.0
Nagaland,Mokokchung,26.4795861,94.5105275,0.00024551927326295114
Nagaland,Mon,26.666667,95.0,0.0012275963663147557
Nagaland,Peren,25.4499691,93.6001738,0.00024551927326295114
Nagaland,Phek,25.6700924,94.3843925,0.0004910385465259023
Nagaland,Tuensang,26.2342107,94.741553,0.00024551927326295114
Nagaland,Wokha,26.242251,94.1921153,0.0004910385465259023
Nagaland,Zunheboto,26.0123803,94.5123719,0.00024551927326295114
Odisha,Angul,21.102538,84.9536825,0.1502577952369261
Odisha,Balasore,21.5006421,86.919884,0.34446354038792043
Odisha,Baragarh,21.3335004,83.6190492,0.1733366069236435
Odisha,Berhampur,21.4930852,86.6327298,0.11048367296832802
Odisha,Bhadrak,20.9854052,86.5934226,0.16498895163270316
Odisha,Bolangir,20.7502257,83.2499464,0.14485637122514117
Odisha,Boudh,20.6407463,83.9969704,0.058679106309845325
Odisha,Cuttack,20.4686,85.8792,0.05352320157132335
Odisha,Deogarh,21.5370786,84.7301184,0.06064326049594893
Odisha,Dhenkanal,20.8351494,85.6022305,0.18806776331942057
Odisha,Gajapati,19.1966026,84.1930634,0.035109256076602015
Odisha,Ganjam,19.6090068,84.7080633,0.13528111956788608
Odisha,Jagatsinghpur,20.2593872,86.1660878,0.11465750061379819
Odisha,Jajpur,20.8746788,86.1215393,0.17554628038301007
Odisha,Jharsuguda,21.8019368,83.9713964,0.05892462558310827
Odisha,Kalahandi,19.8265757,83.0408702,0.1890498404124724
Odisha,Kandhamal,20.1306939,84.0790476,0.12005892462558311
Odisha,Kendrapara,20.5475164,86.5296168,0.1482936410508225
Odisha,Keonjhar,21.5,85.5,0.15001227596366315
Odisha,Khurda,20.1531141,85.7076331,0.08077584090351092
Odisha,Koraput,18.7232023,82.6100596,0.13356248465504542
Odisha,Malkangiri,18.2744685,81.9520316,0.03977412226859808
Odisha,Mayurbhanj,21.9156338,86.3961824,0.21261969064571568
Odisha,Nabarangpur,19.228896,82.5665715,0.16351583599312547
Odisha,Nayagarh,20.2393682,85.050728,0.0758654554382519
Odisha,Nuapada,20.5412657,82.5292352,0.05769702921679352
Odisha,Puri,19.8076083,85.8252538,0.15590473852197398
Odisha,Rayagada,19.4426698,83.5873053,0.07512889761846304
Odisha,Rourkela,22.2309255,84.8678705,0.12742450282347165
Odisha,Sambalpur,21.5570606,84.1528515,0.13135281119567885
Odisha,Sonepur,20.8453864,83.909083,0.04443898846059416
Odisha,Sundargarh,22.0605153,83.9359154,0.07709305180456666
Puducherry,Karaikal,10.91571,79.8375761,0.0029462312791554137
Puducherry,Puducherry,11.9340568,79.8306447,0.016695310581880677
Punjab,Barnala,30.3716802,75.5039887,0.030935428431131843
Punjab,Batala,31.8193025,75.1999941,0.03584581389639087
Punjab,Bathinda,30.1794814,75.0471098,0.05769702921679352
Punjab,CP Amritsar,31.6356659,74.8787496,0.06113429904247483
Punjab,CP Jalandhar,31.3323762,75.576889,0.08863245764792536
Punjab,CP Ludhiana,30.9090157,75.851601,0.1603240854407071
Punjab,Faridkot,30.6014507,74.7950176,0.022096734593665603
Punjab,Fatehgarh Sahib,30.6634042,76.3803,0.026761600785661675
Punjab,Fazilka,30.3198406,74.1217943,0.04051068008838694
Punjab,Ferozepur,30.6839733,76.3594033,0.03658237171617972
Punjab,Gurdaspur,31.9037264,75.2275587,0.02381536950650626
Punjab,Hoshiarpur,31.6092942,75.8459754,0.07169162779278174
Punjab,Kapurthala,31.3856476,75.3053304,0.036091333169653815
Punjab,Khanna,30.700625,76.2220763,0.029216793518291186
Punjab,Mansa,29.8764133,75.4889564,0.028480235698502332
Punjab,Moga,30.7877554,75.159359,0.032408544070709554
Punjab,Muktsar,30.4692,74.5182,0.028725754971765282
Punjab,Pathankot,32.3021899,75.6589406,0.0321630247974466
Punjab,Patiala,30.2092778,76.3397231,0.10189049840412473
Punjab,Ropar,30.9688367,76.526088,0.027252639332187578
Punjab,SAS Nagar,30.6904366,76.7116208,0.07316474343235944
Punjab,SBS Nagar,30.8260412,75.1989654,0.01767738767493248
Punjab,Sangrur,30.135717,75.8533326,0.05524183648416401
Punjab,Tarn Taran,31.3212453,74.8416687,0.046403142646697766
Rajasthan,Ajmer,26.4691,74.639,0.31991161306162536
Rajasthan,Alwar,27.4140049,76.6170387,0.37613552663884114
Rajasthan,Banswara,23.4915047,74.3502172,0.13356248465504542
Rajasthan,Baran,24.9208165,76.6821985,0.19494230297078322
Rajasthan,Barmer,25.5814853,71.1924922,0.18659464767984288
Rajasthan,Bharatpur,27.0246959,77.2920116,0.296587282101645
Rajasthan,Bhilwara,25.470994,74.6961316,0.291431377363123
Rajasthan,Bikaner,28.0159286,73.3171367,0.1794745887552173
Rajasthan,Bundi,25.4367659,75.7361471,0.15516818070218513
Rajasthan,Chittorgarh,24.7171578,74.4718129,0.2487110238153695
Rajasthan,Churu,28.2047781,74.6912996,0.10508224895654308
Rajasthan,Dausa,26.8048659,76.4437457,0.0844586300024552
Rajasthan,Dholpur,26.7010642,77.896749,0.12374171372452737
Rajasthan,Dungarpur,23.8538893,73.7087177,0.12717898355020868
Rajasthan,Ganganagar,25.9061389,76.4815499,0.31082739995089614
Rajasthan,Hanumangarh,29.3659533,74.298429,0.21335624846550455
Rajasthan,Jaipur East,28.5878849,77.2519283,0.14461085195187823
Rajasthan,Jaipur North,12.9697099,77.6368108,0.12840657991652343
Rajasthan,Jaipur Rural,20.8735288,79.0305108,0.1463294868647189
Rajasthan,Jaipur South,28.5086512,77.1959423,0.10532776822980604
Rajasthan,Jaipur West,26.9178997,75.7529805,0.15664129634176283
Rajasthan,Jaisalmer,27.0264162,70.777512,0.028971274245028236
Rajasthan,Jalore,25.2093482,72.3178889,0.07365578197888534
Rajasthan,Jhalawar,24.3132368,76.5221078,0.2423275227105328
Rajasthan,Jhunjhunu,28.0798944,75.5424211,0.13380800392830838
Rajasthan,Jodhpur East,12.9571357,77.7458193,0.10434569113675424
Rajasthan,Jodhpur Rural,17.743405,83.2323494,0.10189049840412473
Rajasthan,Jodhpur West,22.5022908,88.3575307,0.09526147802602504
Rajasthan,Karauli,26.5158329,77.0565965,0.12275963663147557
Rajasthan,Kota City,25.1737019,75.8574194,0.21065553645961207
Rajasthan,Kota Rural,12.9660423,77.794209,0.11735821261969065
Rajasthan,Nagaur,26.9873443,73.7389011,0.21630247974465996
Rajasthan,Pali,25.4552211,73.419389,0.2347164252393813
Rajasthan,Pratapgarh,24.0232221,74.6250275,0.1814387429413209
Rajasthan,Rajsamand,25.2892459,73.8241077,0.11637613552663884
Rajasthan,Sawai Madhopur,26.2290186,76.3043561,0.13233488828873066
Rajasthan,Sikar,27.6624156,75.0279971,0.17063589491775105
Rajasthan,Sirohi,24.8114047,72.8300257,0.11048367296832802
Rajasthan,Tonk,26.1223198,75.6632235,0.13233488828873066
Rajasthan,Udaipur,24.578721,73.6862571,0.3552663884114903
Sikkim,East,27.5858069,88.1101127,0.009329732383992144
Sikkim,North,27.666667,88.5,0.00024551927326295114
Sikkim,South,27.6922768,88.1540142,0.001964154186103609
Sikkim,West,27.9820852,88.6848163,0.0014731156395777069
Tamil Nadu,Ariyalur,11.1530559,79.2585797,0.008102136017677388
Tamil Nadu,Chennai,13.0836939,80.270186,0.12840657991652343
Tamil Nadu,Coimbatore,11.0018115,76.9628425,0.02356985023324331
Tamil Nadu,Coimbatore City,11.0018115,76.9628425,0.025534004419346917
Tamil Nadu,Cuddalore,11.5202071,79.3396356,0.04812177755953843
Tamil Nadu,Dharmapuri,12.1456131,78.1132217,0.043702430640805305
Tamil Nadu,Dindigul,10.4257161,77.8154728,0.08298551436287749
Tamil Nadu,Erode,11.4905282,77.3505274,0.016940829855143627
Tamil Nadu,Kanchipuram,12.9647163,79.9839686,0.013749079302725264
Tamil Nadu,Kanyakumari,8.079252,77.5499338,0.04051068008838694
Tamil Nadu,Karur,10.8217671,78.3828654,0.015467714215565921
Tamil Nadu,Krishnagiri,12.5152075,78.0093769,0.0432113920942794
Tamil Nadu,Madurai,9.9261153,78.1140983,0.14755708323103364
Tamil Nadu,Madurai City,9.9147463,78.1421636,0.037318929535968576
Tamil Nadu,Nagapattinam,10.6026203,79.7619348,0.027007120058924625
Tamil Nadu,Namakkal,11.3033889,78.118604,0.020869138227350845
Tamil Nadu,Nilgiris,11.4449997,76.69752,0.011293886570095753
Tamil Nadu,Perambalur,11.2902641,78.9300404,0.012521482936410509
Tamil Nadu,Pudukottai,10.3826515,78.8191259,0.016204272035354777
Tamil Nadu,Ramnathapuram,9.5,78.5,0.03412717898355021
Tamil Nadu,Salem,11.6469616,78.2106958,0.06211637613552664
Tamil Nadu,Salem City,11.6551982,78.1581771,0.015222194942302971
Tamil Nadu,Sivagangai,9.9650599,78.7204283,0.050576970292167935
Tamil Nadu,Thanjavur,10.659037,79.2014278,0.03142646697765775
Tamil Nadu,Theni,9.8692558,77.4222974,0.03584581389639087
Tamil Nadu,Thirunelveli,12.9363749,80.1310537,0.07095506997299288
Tamil Nadu,Thirunelveli City,8.5495014,77.5805178,0.009084213110729192
Tamil Nadu,Thiruvallur,13.2537619,80.0562572,0.008347655290940338
Tamil Nadu,Thiruvannamalai,9.539867,77.6197904,0.03142646697765775
Tamil Nadu,Thiruvarur,10.6878621,79.4979437,0.019150503314510188
Tamil Nadu,Thoothukudi,8.8457035,77.9938178,0.0432113920942794
Tamil Nadu,Tiruppur,10.7915267,77.5325466,0.020623618954087895
Tamil Nadu,Tiruppur City,11.1017815,77.345192,0.009329732383992144
Tamil Nadu,Trichy,10.8071144,78.6880939,0.02995335133808004
Tamil Nadu,Trichy City,12.7078793,79.9776906,0.015713233488828873
Tamil Nadu,Vellore,12.9021849,79.061104,0.04394794991406825
Tamil Nadu,Villupuram,11.9398285,79.4945645,0.09157868892708078
Tamil Nadu,Virudhunagar,9.4926289,77.8631831,0.046894181193223666
Telangana,Adilabad,19.6759452,78.5339895,0.23397986741959242
Telangana,Cyberabad,17.4508058,78.3834535,0.7350847041492757
Telangana,Hyderabad City,17.4534764,78.3943669,0.5904738521973975
Telangana,Karimnagar,18.4348122,79.1328042,0.3837466241099926
Telangana,Khammam,17.2465351,80.1500326,0.34299042474834274
Telangana,Mahaboob Nagar,16.3744335,78.033719,0.2627056223913577
Telangana,Medak,17.9375095,78.211745,0.2501841394549472
Telangana,Nalgonda,17.0504406,79.2669235,0.3763810459121041
Telangana,Nizamabad,18.6731912,78.0978195,0.19125951387183893
Telangana,Ranga Reddy,17.1333954,78.3970979,0.07218266633930763
Telangana,Warangal City,17.9820644,79.5970954,0.12423275227105328
Telangana,Warangal Rural,17.98459,79.59942,0.14903019887061134
Tripura,Dhalai,23.8253158,91.9732227,0.029462312791554136
Tripura,Gomati,23.4987407,91.2999111,0.04296587282101645
Tripura,Kowai,23.9563913,91.642107,0.024060888779769214
Tripura,North,24.0921476,92.2451214,0.03879204517554628
Tripura,Sipahijala,23.5307446,91.3015654,0.041001718634912844
Tripura,South,23.1708278,91.638817,0.04517554628038301
Tripura,Unakoti,24.1909849,92.0460483,0.013994598575988216
Tripura,West,23.9153329,91.3879341,0.07561993616498895
Uttar Pradesh,Agra,27.1752554,78.0098161,0.29069481954333415
Uttar Pradesh,Aligarh,27.8761073,78.1358153,0.2342253866928554
Uttar Pradesh,Allahabad,25.4381302,81.8338005,0.23201571323348882
Uttar Pradesh,Ambedkar Nagar,26.4045941,82.6065154,0.06358949177510434
Uttar Pradesh,Amethi,26.346274,81.6252039,0.0638350110483673
Uttar Pradesh,Amroha,28.7952632,78.3436244,0.10974711514853916
Uttar Pradesh,Auraiya,26.6558215,79.5160757,0.11834028971274245
Uttar Pradesh,Azamgarh,26.023639,83.0293105,0.1085195187822244
Uttar Pradesh,Badaun,28.0649367,79.043832,0.1436287748588264
Uttar Pradesh,Baghpat,29.0374779,77.3062737,0.10459121041001719
Uttar Pradesh,Bahraich,27.7343823,81.47654,0.12005892462558311
Uttar Pradesh,Ballia,25.8749595,84.1210329,0.07169162779278174
Uttar Pradesh,Balrampur,27.4476988,82.3956245,0.025534004419346917
Uttar Pradesh,Banda,25.4438537,80.5595237,0.0763564939847778
Uttar Pradesh,Barabanki,26.9421406,81.3856087,0.0633439725018414
Uttar Pradesh,Bareilly,28.4582345,79.4047452,0.2501841394549472
Uttar Pradesh,Basti,26.8387083,82.5350919,0.04493002700712006
Uttar Pradesh,Bhadohi,25.424304,82.4883923,0.027007120058924625
Uttar Pradesh,Bijnor,29.4074203,78.4821406,0.18217530076110974
Uttar Pradesh,Bulandshahar,28.5242541,77.5995188,0.2251411735821262
Uttar Pradesh,Chandoli,25.125695,83.2494601,0.06457156886815615
Uttar Pradesh,Chitrakoot,25.217139,81.1045927,0.0422293150012276
Uttar Pradesh,Deoria,26.4239911,83.7638578,0.07561993616498895
Uttar Pradesh,Etah,27.5550357,78.5992221,0.08347655290940338
Uttar Pradesh,Etawah,26.7155629,79.0917098,0.11735821261969065
Uttar Pradesh,Faizabad,26.7807986,82.1486589,0.07660201325804075
Uttar Pradesh,Fatehgarh,27.3700748,79.620752,0.08715934200834766
Uttar Pradesh,Fatehpur,25.8348023,80.9154547,0.11686717407316474
Uttar Pradesh,Firozabad,27.1941954,78.4604956,0.16646206727228088
Uttar Pradesh,Gautambudh Nagar,28.368716,77.5970121,0.1281610606432605
Uttar Pradesh,Ghaziabad,28.7749966,77.4586967,0.326540633439725
Uttar Pradesh,Ghazipur,25.6034863,83.5075888,0.10974711514853916
Uttar Pradesh,Gonda,27.1103723,81.9238906,0.05622391357721581
Uttar Pradesh,Gorakhpur,26.6677977,83.3642334,0.16253375890007365
Uttar Pradesh,Hamirpur,25.75,80.0,0.09477043947949915
Uttar Pradesh,Hapur,28.7166767,77.890433,0.07070955069972992
Uttar Pradesh,Hardoi,27.3369978,80.0998232,0.11981340535232016
Uttar Pradesh,Hathras,27.5724324,78.1116209,0.08053032163024798
Uttar Pradesh,Jalaun,26.1048633,79.3919136,0.04026516081512399
Uttar Pradesh,Jaunpur,25.7967065,82.4888992,0.07169162779278174
Uttar Pradesh,Jhansi,25.529855,78.6527802,0.13552663884114902
Uttar Pradesh,Kannauj,26.9986675,79.6927946,0.06972747360667812
Uttar Pradesh,Kanpur Dehat,26.4585639,79.8548052,0.11588509698011294
Uttar Pradesh,Kanpur Nagar,26.4410107,80.2652803,0.3226123250675178
Uttar Pradesh,Kasganj,27.7888527,78.8229701,0.05769702921679352
Uttar Pradesh,Kaushambi,25.5342456,81.4493567,0.09968082494475816
Uttar Pradesh,Khiri,28.116667,80.716667,0.12153204026516082
Uttar Pradesh,Kushi Nagar,26.7438272,83.9162322,0.085440707095507
Uttar Pradesh,Lalitpur,24.6999688,78.51862,0.03756444880923152
Uttar Pradesh,Lucknow,26.8381,80.9346001,0.43260495948931993
Uttar Pradesh,Maharajganj,26.4710847,81.1807046,0.05524183648416401
Uttar Pradesh,Mahoba,25.3615938,79.706011,0.05990670267616008
Uttar Pradesh,Mainpuri,27.2093072,79.0625369,0.08175791799656273
Uttar Pradesh,Mathura,27.4955539,77.6855554,0.14657500613798183
Uttar Pradesh,Mau,26.0390905,83.4985846,0.04763073901301252
Uttar Pradesh,Meerut,29.0018557,77.7679671,0.21090105573287504
Uttar Pradesh,Mirzapur,24.9316896,82.6280163,0.02356985023324331
Uttar Pradesh,Moradabad,28.8796553,78.8095335,0.20770930518045666
Uttar Pradesh,Muzaffarnagar,29.4496979,77.7429333,0.14043702430640806
Uttar Pradesh,Pilibhit,28.4947158,80.1076122,0.0964890743923398
Uttar Pradesh,Pratapgarh,25.75,81.75,0.13405352320157132
Uttar Pradesh,Raibareilly,26.25,81.25,0.07561993616498895
Uttar Pradesh,Rampur,28.7934728,79.1845806,0.10581880677633194
Uttar Pradesh,Saharanpur,29.9856799,77.5040646,0.15737785416155167
Uttar Pradesh,Sambhal,28.4271928,78.5564546,0.10459121041001719
Uttar Pradesh,Sant Kabirnagar,26.755082,83.0398545,0.03412717898355021
Uttar Pradesh,Shahjahanpur,27.9128583,79.7476254,0.1161306162533759
Uttar Pradesh,Shamli,29.4811508,77.2901344,0.055978394303952864
Uttar Pradesh,Shrawasti,27.5083429,82.0263569,0.033881659710287254
Uttar Pradesh,Sidharthnagar,27.2511724,82.8716528,0.05131352811195679
Uttar Pradesh,Sitapur,27.5026748,80.8335139,0.14903019887061134
Uttar Pradesh,Sonbhadra,24.4148159,83.0637517,0.0316719862509207
Uttar Pradesh,Sultanpur,26.2604732,82.2380532,0.08617726491529586
Uttar Pradesh,Unnao,26.5673264,80.6198193,0.17775595384237663
Uttar Pradesh,Varanasi,25.3356491,83.0076292,0.18364841640068746
Uttarakhand,Almora,29.702651,79.4326318,0.008102136017677388
Uttarakhand,Bageshwar,30.0087902,79.9280183,0.007611097471151486
Uttarakhand,Chamoli,30.4985956,79.6190537,0.00859317456420329
Uttarakhand,Champawat,29.235032,80.1023068,0.003437269825681316
Uttarakhand,Dehradun,30.3255646,78.0436813,0.08421311072919224
Uttarakhand,Haridwar,29.9384473,78.1452985,0.08151239872329978
Uttarakhand,Nainital,29.294995,79.4162511,0.033881659710287254
Uttarakhand,Pauri Garhwal,29.8473168,78.7070479,0.011784925116621655
Uttarakhand,Pithoragarh,29.585871,80.215167,0.005155904738521974
Uttarakhand,Rudra Prayag,30.4915835,79.0366067,0.001964154186103609
Uttarakhand,Tehri Garhwal,30.4658181,78.4837349,0.007611097471151486
Uttarakhand,Udhamsingh Nagar,29.0478314,79.4326164,0.09378836238644733
Uttarakhand,Uttarkashi,30.9635733,78.6362521,0.009084213110729192
West Bengal,Alipurduar,26.4851573,89.5246926,0.13577215811441198
West Bengal,Bankura,23.132377,87.2081925,0.15050331451018906
West Bengal,Barrackpur PC,22.9634491,88.4257149,0.4267124969310091
West Bengal,Bidhannagar PC,22.590425,88.41692,0.13061625337589
West Bengal,Birbhum,24.0621532,87.6982823,0.12472379081757919
West Bengal,Burdwan,23.2495714,87.8681751,0.3194205745150994
West Bengal,Coochbehar,26.340623,89.4812163,0.2870120304443899
West Bengal,Dakshin Dinajpur,25.385807,88.5063362,0.13798183157377855
West Bengal,Darjeeling,27.0377554,88.263176,0.09918978639823225
West Bengal,Hooghly,22.9099402,88.0120825,0.41173582126196906
West Bengal,Howrah PC,22.5736296,88.3251045,0.20942794009329732
West Bengal,Jalpaiguri,26.6262805,88.7334485,0.18757672477289467
West Bengal,Kolkata,22.5726459,88.3638953,0.47115148539160323
West Bengal,Malda,25.0057449,88.1398483,0.2884851460839676
West Bengal,Murshidabad,24.1745993,88.2721335,0.7326295114166462
West Bengal,Nadia,23.4847374,88.5567067,0.5723054259759391
West Bengal,North 24 Parganas,22.6926815,88.6625795,0.6604468450773385
West Bengal,Paschim Medinipur,22.3600119,87.4111505,0.40584335870365823
West Bengal,Purulia,23.2020967,86.3228988,0.13208936901546772
West Bengal,Siliguri PC,26.7164127,88.4309916,0.2342253866928554
West Bengal,South 24 Parganas,22.1776733,88.5307853,1.0
West Bengal,Uttar Dinajpur,25.8721428,87.961986,0.19666093788362388
